Gene stable ID	Transcript stable ID	Gene description	Gene type	Transcript type
WBGene00019877	R05D3.2	LIMR family protein R05D3.2  [Source:UniProtKB/Swiss-Prot;Acc:P34535]	protein_coding	protein_coding
WBGene00019878	R05D3.3.1	Putative zinc finger protein R05D3.3  [Source:UniProtKB/Swiss-Prot;Acc:P34536]	protein_coding	protein_coding
WBGene00019878	R05D3.3.2	Putative zinc finger protein R05D3.3  [Source:UniProtKB/Swiss-Prot;Acc:P34536]	protein_coding	protein_coding
WBGene00019879	R05D3.5		protein_coding	protein_coding
WBGene00019880	R05D3.6	Putative ATP synthase subunit epsilon, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P34539]	protein_coding	protein_coding
WBGene00019881	R05D3.8	Putative RNA-binding protein R05D3.8  [Source:UniProtKB/Swiss-Prot;Acc:P34541]	protein_coding	protein_coding
WBGene00019882	R05D3.9		protein_coding	protein_coding
WBGene00019883	R05D3.11	Histone-lysine N-methyltransferase met-2  [Source:UniProtKB/Swiss-Prot;Acc:P34544]	protein_coding	protein_coding
WBGene00019884	R05D3.12a	Putative DNA topoisomerase 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P34534]	protein_coding	protein_coding
WBGene00019884	R05D3.12b	Putative DNA topoisomerase 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P34534]	protein_coding	protein_coding
WBGene00019884	R05D3.12c	Putative DNA topoisomerase 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P34534]	protein_coding	protein_coding
WBGene00019884	R05D3.12d	Putative DNA topoisomerase 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P34534]	protein_coding	protein_coding
WBGene00019885	R05D8.7		protein_coding	protein_coding
WBGene00019886	R05D8.9		protein_coding	protein_coding
WBGene00019887	R05D8.11		protein_coding	protein_coding
WBGene00019888	R05F9.1a	BTB/POZ Domain-containing protein homolog  [Source:RefSeq peptide;Acc:NP_740982]	protein_coding	protein_coding
WBGene00019888	R05F9.1b	BTB/POZ Domain-containing protein homolog  [Source:RefSeq peptide;Acc:NP_740982]	protein_coding	protein_coding
WBGene00019888	R05F9.1c	BTB/POZ Domain-containing protein homolog  [Source:RefSeq peptide;Acc:NP_740982]	protein_coding	protein_coding
WBGene00019888	R05F9.1d	BTB/POZ Domain-containing protein homolog  [Source:RefSeq peptide;Acc:NP_740982]	protein_coding	protein_coding
WBGene00019890	R05F9.6		protein_coding	protein_coding
WBGene00019891	R05F9.7		protein_coding	protein_coding
WBGene00019892	R05F9.9		protein_coding	protein_coding
WBGene00019893	R05F9.10	Small Glutamine-rich Tetratrico repeat protein  [Source:RefSeq peptide;Acc:NP_494893]	protein_coding	protein_coding
WBGene00019894	R05F9.11		protein_coding	protein_coding
WBGene00019895	R05F9.12	Acid Alpha Glucosidase Relate  [Source:RefSeq peptide;Acc:NP_494897]	protein_coding	protein_coding
WBGene00019896	R05G6.1		protein_coding	protein_coding
WBGene00019898	R05G6.4	Nitric oxide synthase-interacting protein homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q21755]	protein_coding	protein_coding
WBGene00019899	R05G6.5		protein_coding	protein_coding
WBGene00019900	R05G6.7	Probable voltage-dependent anion-selective channel  [Source:UniProtKB/Swiss-Prot;Acc:Q21752]	protein_coding	protein_coding
WBGene00019901	R05G6.9		protein_coding	protein_coding
WBGene00019902	R05G6.10a		protein_coding	protein_coding
WBGene00019902	R05G6.10b		protein_coding	protein_coding
WBGene00019902	R05G6.10c		protein_coding	protein_coding
WBGene00019902	R05G6.10d		protein_coding	protein_coding
WBGene00019902	R05G6.10e		protein_coding	protein_coding
WBGene00019903	R05G9.1		protein_coding	protein_coding
WBGene00019904	R05G9.2a	TWiK family of potassium channels  [Source:RefSeq peptide;Acc:NP_001022267]	protein_coding	protein_coding
WBGene00019904	R05G9.2b	TWiK family of potassium channels  [Source:RefSeq peptide;Acc:NP_001022267]	protein_coding	protein_coding
WBGene00019905	R05G9.3		protein_coding	protein_coding
WBGene00019906	R05G9R.1		protein_coding	protein_coding
WBGene00019907	R05H11.1		protein_coding	protein_coding
WBGene00019908	R05H11.2.1		protein_coding	protein_coding
WBGene00019908	R05H11.2.2		protein_coding	protein_coding
WBGene00019909	R06A10.1		protein_coding	protein_coding
WBGene00019911	R06A10.4		protein_coding	protein_coding
WBGene00019912	R06B10.1		pseudogene	pseudogene
WBGene00019913	R06B10.2	Protein-tyrosine-phosphatase  [Source:RefSeq peptide;Acc:NP_497309]	protein_coding	protein_coding
WBGene00019914	R06B10.3	C-type LECtin  [Source:RefSeq peptide;Acc:NP_497312]	protein_coding	protein_coding
WBGene00019915	R06B10.5.1	TBC (Tre-2/Bub2/Cdc16) domain family  [Source:RefSeq peptide;Acc:NP_497310]	protein_coding	protein_coding
WBGene00019915	R06B10.5.2	TBC (Tre-2/Bub2/Cdc16) domain family  [Source:RefSeq peptide;Acc:NP_497310]	protein_coding	protein_coding
WBGene00019916	R06B10.7		protein_coding	protein_coding
WBGene00019917	R07C3.1	C-type LECtin  [Source:RefSeq peptide;Acc:NP_493859]	protein_coding	protein_coding
WBGene00019918	R07C3.2	F-box C protein  [Source:RefSeq peptide;Acc:NP_493858]	protein_coding	protein_coding
WBGene00019919	R07C3.3		protein_coding	protein_coding
WBGene00019920	R07C3.4	fatty Acid CoA Synthetase family  [Source:RefSeq peptide;Acc:NP_493856]	protein_coding	protein_coding
WBGene00019921	R07C3.5	F-box C protein  [Source:RefSeq peptide;Acc:NP_493855]	protein_coding	protein_coding
WBGene00019922	R07C3.6	F-box C protein  [Source:RefSeq peptide;Acc:NP_493852]	protein_coding	protein_coding
WBGene00019923	R07C3.7	F-box C protein  [Source:RefSeq peptide;Acc:NP_493850]	protein_coding	protein_coding
WBGene00019924	R07C3.8	F-box C protein  [Source:RefSeq peptide;Acc:NP_493849]	protein_coding	protein_coding
WBGene00019925	R07C3.9	F-box C protein  [Source:RefSeq peptide;Acc:NP_493848]	protein_coding	protein_coding
WBGene00019926	R07C3.10	F-box C protein  [Source:RefSeq peptide;Acc:NP_493847]	protein_coding	protein_coding
WBGene00019927	R07C3.11	F-box C protein  [Source:RefSeq peptide;Acc:NP_493846]	protein_coding	protein_coding
WBGene00019928	R07C3.12	C-type LECtin  [Source:RefSeq peptide;Acc:NP_493851]	protein_coding	protein_coding
WBGene00019929	R07C3.13		protein_coding	protein_coding
WBGene00019930	R07C3.14	F-box C protein  [Source:RefSeq peptide;Acc:NP_493854]	protein_coding	protein_coding
WBGene00019931	R07C12.1		protein_coding	protein_coding
WBGene00019932	R07C12.2		pseudogene	pseudogene
WBGene00019933	R07C12.3		protein_coding	protein_coding
WBGene00019934	R07C12.4		pseudogene	pseudogene
WBGene00019935	R07E4.1a		protein_coding	protein_coding
WBGene00019935	R07E4.1b		protein_coding	protein_coding
WBGene00019937	R07E4.3		protein_coding	protein_coding
WBGene00019938	R07E4.5		protein_coding	protein_coding
WBGene00019939	R07G3.2	LIPaSe related  [Source:RefSeq peptide;Acc:NP_495596]	protein_coding	protein_coding
WBGene00019940	R07G3.3a	Nuclear Pore complex Protein  [Source:RefSeq peptide;Acc:NP_741024]	protein_coding	protein_coding
WBGene00019940	R07G3.3b	Nuclear Pore complex Protein  [Source:RefSeq peptide;Acc:NP_741024]	protein_coding	protein_coding
WBGene00019940	R07G3.3c	Nuclear Pore complex Protein  [Source:RefSeq peptide;Acc:NP_741024]	protein_coding	protein_coding
WBGene00019941	R07G3.5	Serine/threonine-protein phosphatase Pgam5, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q09422]	protein_coding	protein_coding
WBGene00019943	R07G3.7a		protein_coding	protein_coding
WBGene00019943	R07G3.7b.1		protein_coding	protein_coding
WBGene00019943	R07G3.7b.2		protein_coding	protein_coding
WBGene00019944	R07G3.8		protein_coding	protein_coding
WBGene00019945	R08C7.1		protein_coding	protein_coding
WBGene00019946	R08C7.2a	CHAperonin of TAT-1  [Source:RefSeq peptide;Acc:NP_001023332]	protein_coding	protein_coding
WBGene00019946	R08C7.2b	CHAperonin of TAT-1  [Source:RefSeq peptide;Acc:NP_001023332]	protein_coding	protein_coding
WBGene00019946	R08C7.2c.1	CHAperonin of TAT-1  [Source:RefSeq peptide;Acc:NP_001023332]	protein_coding	protein_coding
WBGene00019946	R08C7.2c.2	CHAperonin of TAT-1  [Source:RefSeq peptide;Acc:NP_001023332]	protein_coding	protein_coding
WBGene00019946	R08C7.2d.1	CHAperonin of TAT-1  [Source:RefSeq peptide;Acc:NP_001023332]	protein_coding	protein_coding
WBGene00019946	R08C7.2d.2	CHAperonin of TAT-1  [Source:RefSeq peptide;Acc:NP_001023332]	protein_coding	protein_coding
WBGene00019947	R08C7.3.1	Histone H2A.V  [Source:UniProtKB/Swiss-Prot;Acc:Q27511]	protein_coding	protein_coding
WBGene00019947	R08C7.3.2	Histone H2A.V  [Source:UniProtKB/Swiss-Prot;Acc:Q27511]	protein_coding	protein_coding
WBGene00019947	R08C7.3.3	Histone H2A.V  [Source:UniProtKB/Swiss-Prot;Acc:Q27511]	protein_coding	protein_coding
WBGene00019948	R08C7.4		protein_coding	protein_coding
WBGene00019949	R08C7.5a		protein_coding	protein_coding
WBGene00019949	R08C7.5b		protein_coding	protein_coding
WBGene00019950	R08C7.6	C-type LECtin  [Source:RefSeq peptide;Acc:NP_500560]	protein_coding	protein_coding
WBGene00019951	R08C7.8	Serine/threonine-protein phosphatase  [Source:RefSeq peptide;Acc:NP_500563]	protein_coding	protein_coding
WBGene00019952	R08C7.9	F-box B protein  [Source:RefSeq peptide;Acc:NP_500565]	protein_coding	protein_coding
WBGene00019953	R08C7.10a	WAPL (Drosophila Wings APart-Like cohesin interactor)  [Source:RefSeq peptide;Acc:NP_500567]	protein_coding	protein_coding
WBGene00019953	R08C7.10b	WAPL (Drosophila Wings APart-Like cohesin interactor)  [Source:RefSeq peptide;Acc:NP_500567]	protein_coding	protein_coding
WBGene00019953	R08C7.10c	WAPL (Drosophila Wings APart-Like cohesin interactor)  [Source:RefSeq peptide;Acc:NP_500567]	protein_coding	protein_coding
WBGene00019953	R08C7.10d	WAPL (Drosophila Wings APart-Like cohesin interactor)  [Source:RefSeq peptide;Acc:NP_500567]	protein_coding	protein_coding
WBGene00019953	R08C7.10e	WAPL (Drosophila Wings APart-Like cohesin interactor)  [Source:RefSeq peptide;Acc:NP_500567]	protein_coding	protein_coding
WBGene00019954	R08C7.11		protein_coding	protein_coding
WBGene00019955	R08C7.12a		protein_coding	protein_coding
WBGene00019955	R08C7.12b		protein_coding	protein_coding
WBGene00019955	R08C7.12c		protein_coding	protein_coding
WBGene00019955	R08C7.12d		protein_coding	protein_coding
WBGene00019956	R08C7.13	F-box B protein  [Source:RefSeq peptide;Acc:NP_001023331]	protein_coding	protein_coding
WBGene00019957	R08E3.1a		protein_coding	protein_coding
WBGene00019957	R08E3.1b		protein_coding	protein_coding
WBGene00019958	R08E3.2		protein_coding	protein_coding
WBGene00019959	R08E3.3a		protein_coding	protein_coding
WBGene00019959	R08E3.3b		protein_coding	protein_coding
WBGene00019960	R08E3.4a	Zinc finger putative Transcription Factor family  [Source:RefSeq peptide;Acc:NP_001024850]	protein_coding	protein_coding
WBGene00019960	R08E3.4b	Zinc finger putative Transcription Factor family  [Source:RefSeq peptide;Acc:NP_001024850]	protein_coding	protein_coding
WBGene00019961	R08E5.1		protein_coding	protein_coding
WBGene00019962	R08E5.2a	Cysteine synthase 3  [Source:UniProtKB/Swiss-Prot;Acc:O01592]	protein_coding	protein_coding
WBGene00019962	R08E5.2b.1	Cysteine synthase 3  [Source:UniProtKB/Swiss-Prot;Acc:O01592]	protein_coding	protein_coding
WBGene00019962	R08E5.2b.2	Cysteine synthase 3  [Source:UniProtKB/Swiss-Prot;Acc:O01592]	protein_coding	protein_coding
WBGene00019962	R08E5.2b.3	Cysteine synthase 3  [Source:UniProtKB/Swiss-Prot;Acc:O01592]	protein_coding	protein_coding
WBGene00019962	R08E5.2b.4	Cysteine synthase 3  [Source:UniProtKB/Swiss-Prot;Acc:O01592]	protein_coding	protein_coding
WBGene00019962	R08E5.2c	Cysteine synthase 3  [Source:UniProtKB/Swiss-Prot;Acc:O01592]	protein_coding	protein_coding
WBGene00019963	R08E5.3		protein_coding	protein_coding
WBGene00019964	R08E5.4		protein_coding	protein_coding
WBGene00019965	R08F11.1	Non-lysosomal glucosylceramidase  [Source:RefSeq peptide;Acc:NP_504047]	protein_coding	protein_coding
WBGene00019966	R08F11.2	Serpentine Receptor, class T  [Source:RefSeq peptide;Acc:NP_504050]	protein_coding	protein_coding
WBGene00019967	R08F11.3	CYtochrome P450 family  [Source:RefSeq peptide;Acc:NP_504051]	protein_coding	protein_coding
WBGene00019968	R08F11.4		protein_coding	protein_coding
WBGene00019969	R08F11.6	FerroPortiN  [Source:RefSeq peptide;Acc:NP_504049]	protein_coding	protein_coding
WBGene00019970	R08F11.7		protein_coding	protein_coding
WBGene00019971	R09A1.1a	Piwi-like protein ergo-1  [Source:UniProtKB/Swiss-Prot;Acc:O61931]	protein_coding	protein_coding
WBGene00019971	R09A1.1b	Piwi-like protein ergo-1  [Source:UniProtKB/Swiss-Prot;Acc:O61931]	protein_coding	protein_coding
WBGene00019971	R09A1.1c	Piwi-like protein ergo-1  [Source:UniProtKB/Swiss-Prot;Acc:O61931]	protein_coding	protein_coding
WBGene00019971	R09A1.1d	Piwi-like protein ergo-1  [Source:UniProtKB/Swiss-Prot;Acc:O61931]	protein_coding	protein_coding
WBGene00019972	R09A1.2a		protein_coding	protein_coding
WBGene00019972	R09A1.2b		protein_coding	protein_coding
WBGene00019972	R09A1.2c		protein_coding	protein_coding
WBGene00019972	R09A1.2d		protein_coding	ncRNA
WBGene00019972	R09A1.2e		protein_coding	ncRNA
WBGene00019973	R09A1.3		protein_coding	protein_coding
WBGene00019975	R09A1.5a	FMRF-Like Peptide  [Source:RefSeq peptide;Acc:NP_503365]	protein_coding	protein_coding
WBGene00019975	R09A1.5b	FMRF-Like Peptide  [Source:RefSeq peptide;Acc:NP_503365]	protein_coding	protein_coding
WBGene00019975	R09A1.5c	FMRF-Like Peptide  [Source:RefSeq peptide;Acc:NP_503365]	protein_coding	ncRNA
WBGene00019976	R09B5.1		pseudogene	pseudogene
WBGene00019977	R09B5.4	FerroPortiN  [Source:RefSeq peptide;Acc:NP_503422]	protein_coding	protein_coding
WBGene00019978	R09B5.6	Hydroxy-Acyl-CoA Dehydrogenase  [Source:RefSeq peptide;Acc:NP_503421]	protein_coding	protein_coding
WBGene00019979	R09B5.11	Facilitated glucose transporter homolog  [Source:UniProtKB/Swiss-Prot;Acc:O44616]	protein_coding	protein_coding
WBGene00019980	R09B5.12a	CHItinase-Like  [Source:RefSeq peptide;Acc:NP_503420]	protein_coding	protein_coding
WBGene00019980	R09B5.12b	CHItinase-Like  [Source:RefSeq peptide;Acc:NP_503420]	protein_coding	protein_coding
WBGene00019981	R09E12.1	Serpentine Receptor, class BC (class B-like)  [Source:RefSeq peptide;Acc:NP_503324]	protein_coding	protein_coding
WBGene00019982	R09E12.2	Serpentine Receptor, class BC (class B-like)  [Source:RefSeq peptide;Acc:NP_503323]	protein_coding	protein_coding
WBGene00019983	R09E12.3	Stress-induced-phosphoprotein 1  [Source:UniProtKB/Swiss-Prot;Acc:O16259]	protein_coding	protein_coding
WBGene00019986	R09F10.1		protein_coding	protein_coding
WBGene00019987	R09F10.3		protein_coding	protein_coding
WBGene00019988	R09F10.5		protein_coding	protein_coding
WBGene00019989	R09F10.8		protein_coding	protein_coding
WBGene00019991	R09H3.3.1		protein_coding	protein_coding
WBGene00019991	R09H3.3.2		protein_coding	protein_coding
WBGene00019992	R10A10.1		protein_coding	protein_coding
WBGene00019993	R10A10.2	yeast RBX (ring finger protein) homolog  [Source:RefSeq peptide;Acc:NP_491849]	protein_coding	protein_coding
WBGene00019994	R10F2.1	CaDHerin family  [Source:RefSeq peptide;Acc:NP_497641]	protein_coding	protein_coding
WBGene00019995	R10F2.4		protein_coding	protein_coding
WBGene00019996	R10F2.5		protein_coding	protein_coding
WBGene00019997	R10F2.6		protein_coding	protein_coding
WBGene00019998	R10H1.1		protein_coding	protein_coding
WBGene00019999	R10H1.2a	Serpentine receptor class alpha/beta-14  [Source:UniProtKB/Swiss-Prot;Acc:Q09344]	protein_coding	protein_coding
WBGene00019999	R10H1.2b	Serpentine receptor class alpha/beta-14  [Source:UniProtKB/Swiss-Prot;Acc:Q09344]	protein_coding	protein_coding
WBGene00020003	R11E3.1	Tyrosine-protein kinase  [Source:RefSeq peptide;Acc:NP_500644]	protein_coding	protein_coding
WBGene00020004	R11E3.2		protein_coding	protein_coding
WBGene00020006	R11E3.4	SET (trithorax/polycomb) domain containing  [Source:RefSeq peptide;Acc:NP_500642]	protein_coding	protein_coding
WBGene00020007	R11F4.1.1	Probable glycerol kinase  [Source:UniProtKB/Swiss-Prot;Acc:Q21944]	protein_coding	protein_coding
WBGene00020007	R11F4.1.2	Probable glycerol kinase  [Source:UniProtKB/Swiss-Prot;Acc:Q21944]	protein_coding	protein_coding
WBGene00020008	R11F4.2a		protein_coding	protein_coding
WBGene00020008	R11F4.2b		protein_coding	protein_coding
WBGene00020009	R11F4.3		protein_coding	protein_coding
WBGene00020010	R11G1.1		protein_coding	protein_coding
WBGene00020011	R11G1.2		protein_coding	protein_coding
WBGene00020012	R11G1.6a		protein_coding	protein_coding
WBGene00020012	R11G1.6b		protein_coding	protein_coding
WBGene00020012	R11G1.6c		protein_coding	protein_coding
WBGene00020012	R11G1.6d		protein_coding	protein_coding
WBGene00020013	R11G11.3		protein_coding	protein_coding
WBGene00020014	R11G11.6		protein_coding	protein_coding
WBGene00020015	R11G11.12a	Nuclear Hormone Receptor family  [Source:RefSeq peptide;Acc:NP_503231]	protein_coding	protein_coding
WBGene00020016	R11G11.14	Lipase  [Source:RefSeq peptide;Acc:NP_503233]	protein_coding	protein_coding
WBGene00020017	R12A1.3a		protein_coding	protein_coding
WBGene00020017	R12A1.3b		protein_coding	protein_coding
WBGene00020018	R12B2.2		protein_coding	protein_coding
WBGene00020019	R12B2.3		protein_coding	protein_coding
WBGene00020020	R12B2.6		protein_coding	protein_coding
WBGene00020021	R12B2.7		protein_coding	protein_coding
WBGene00020022	R12C12.1a.1		protein_coding	protein_coding
WBGene00020022	R12C12.1a.2		protein_coding	protein_coding
WBGene00020022	R12C12.1b		protein_coding	protein_coding
WBGene00020023	R12C12.3	FMRFamide Peptide Receptor family  [Source:RefSeq peptide;Acc:NP_495204]	protein_coding	protein_coding
WBGene00020024	R12C12.4		protein_coding	protein_coding
WBGene00020025	R12C12.5		protein_coding	protein_coding
WBGene00020026	R12C12.6a		protein_coding	protein_coding
WBGene00020026	R12C12.6b.1		protein_coding	protein_coding
WBGene00020026	R12C12.6b.2		protein_coding	protein_coding
WBGene00020027	R12C12.7		protein_coding	protein_coding
WBGene00020028	R12C12.8a		protein_coding	protein_coding
WBGene00020028	R12C12.8b		protein_coding	protein_coding
WBGene00020029	R12C12.9a.1		protein_coding	protein_coding
WBGene00020029	R12C12.9a.2		protein_coding	protein_coding
WBGene00020029	R12C12.9b		protein_coding	protein_coding
WBGene00020030	R12E2.1		protein_coding	protein_coding
WBGene00020031	R12E2.2	SUn (SUN) domain Containing Ossification factor homolog  [Source:RefSeq peptide;Acc:NP_491321]	protein_coding	protein_coding
WBGene00020032	R12E2.6		protein_coding	protein_coding
WBGene00020033	R12E2.7.1		protein_coding	protein_coding
WBGene00020033	R12E2.7.2		protein_coding	protein_coding
WBGene00020034	R12E2.8		protein_coding	protein_coding
WBGene00020035	R12E2.10	EGG sterile (unfertilizable)  [Source:RefSeq peptide;Acc:NP_491316]	protein_coding	protein_coding
WBGene00020036	R12E2.11		protein_coding	protein_coding
WBGene00020037	R12E2.12	Mitochondrial Ribosomal Protein, Small  [Source:RefSeq peptide;Acc:NP_491318]	protein_coding	protein_coding
WBGene00020038	R12E2.13		protein_coding	protein_coding
WBGene00020039	R12E2.14		protein_coding	protein_coding
WBGene00020040	R12E2.15.1		protein_coding	protein_coding
WBGene00020040	R12E2.15.2		protein_coding	protein_coding
WBGene00020041	R13A1.1		protein_coding	protein_coding
WBGene00020042	R13A1.3		protein_coding	protein_coding
WBGene00020043	R13A1.5		protein_coding	protein_coding
WBGene00020044	R13A1.7		protein_coding	protein_coding
WBGene00020045	R13A1.8	GLoBin related  [Source:RefSeq peptide;Acc:NP_501142]	protein_coding	protein_coding
WBGene00020046	R13A1.9	BESTrophin (chloride channel) homolog  [Source:RefSeq peptide;Acc:NP_001023344]	protein_coding	protein_coding
WBGene00020047	R13A5.3	TransThyretin-Related family domain  [Source:RefSeq peptide;Acc:NP_498658]	protein_coding	protein_coding
WBGene00020048	R13A5.4	Ligand-Gated ion Channel  [Source:RefSeq peptide;Acc:NP_498656]	protein_coding	protein_coding
WBGene00020049	R13A5.6	TransThyretin-Related family domain  [Source:RefSeq peptide;Acc:NP_498657]	protein_coding	protein_coding
WBGene00020050	R13A5.7		protein_coding	protein_coding
WBGene00020051	R13A5.9		protein_coding	protein_coding
WBGene00020052	R13A5.10		protein_coding	protein_coding
WBGene00020053	R13A5.11a	Serine/threonine-protein phosphatase  [Source:RefSeq peptide;Acc:NP_498666]	protein_coding	protein_coding
WBGene00020053	R13A5.11b	Serine/threonine-protein phosphatase  [Source:RefSeq peptide;Acc:NP_498666]	protein_coding	protein_coding
WBGene00020054	R13D7.2		protein_coding	protein_coding
WBGene00020055	R13D7.10	Serpentine Receptor, class T  [Source:RefSeq peptide;Acc:NP_504897]	protein_coding	protein_coding
WBGene00020056	R13D11.1		protein_coding	protein_coding
WBGene00020057	R13D11.3		protein_coding	protein_coding
WBGene00020058	R13D11.4a		protein_coding	protein_coding
WBGene00020058	R13D11.4b		protein_coding	protein_coding
WBGene00020058	R13D11.4c		protein_coding	protein_coding
WBGene00020059	R13D11.5		pseudogene	pseudogene
WBGene00020060	R13D11.6a	Serpentine Receptor, class AB (class A-like)  [Source:RefSeq peptide;Acc:NP_503325]	protein_coding	protein_coding
WBGene00020060	R13D11.6b	Serpentine Receptor, class AB (class A-like)  [Source:RefSeq peptide;Acc:NP_503325]	protein_coding	protein_coding
WBGene00020062	R13D11.8a	Nuclear Hormone Receptor family  [Source:RefSeq peptide;Acc:NP_503328]	protein_coding	protein_coding
WBGene00020062	R13D11.8b	Nuclear Hormone Receptor family  [Source:RefSeq peptide;Acc:NP_503328]	protein_coding	ncRNA
WBGene00020063	R13D11.10		protein_coding	protein_coding
WBGene00020064	R13F6.1	KNL (kinetochore null) Binding Protein  [Source:RefSeq peptide;Acc:NP_001293639]	protein_coding	protein_coding
WBGene00020065	R13F6.2	C-type lectin domain-containing protein 159  [Source:UniProtKB/Swiss-Prot;Acc:Q21985]	protein_coding	protein_coding
WBGene00020066	R13F6.5	Palmitoyltransferase  [Source:RefSeq peptide;Acc:NP_498488]	protein_coding	protein_coding
WBGene00020067	R13F6.8	C-type lectin domain-containing protein 158  [Source:UniProtKB/Swiss-Prot;Acc:Q21984]	protein_coding	protein_coding
WBGene00020068	R13F6.10	N-terminal acetyltransferase B complex subunit NAA25 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q21986]	protein_coding	protein_coding
WBGene00020069	R13H7.2a		protein_coding	protein_coding
WBGene00020069	R13H7.2b		protein_coding	protein_coding
WBGene00020069	R13H7.2c		protein_coding	protein_coding
WBGene00020069	R13H7.2d		protein_coding	protein_coding
WBGene00020069	R13H7.2e		protein_coding	protein_coding
WBGene00020070	R13H9.1	Regulator of Microtubule Dynamics  [Source:RefSeq peptide;Acc:NP_500717]	protein_coding	protein_coding
WBGene00020071	R13H9.5		protein_coding	protein_coding
WBGene00020072	R13H9.6		protein_coding	protein_coding
WBGene00020073	R52.1	SKN-1 Dependent Zygotic transcript  [Source:RefSeq peptide;Acc:NP_494192]	protein_coding	protein_coding
WBGene00020075	R52.3	MATH (meprin-associated Traf homology) domain containing  [Source:RefSeq peptide;Acc:NP_494182]	protein_coding	protein_coding
WBGene00020076	R52.4		protein_coding	protein_coding
WBGene00020077	R52.5		protein_coding	protein_coding
WBGene00020078	R52.6		protein_coding	protein_coding
WBGene00020080	R52.9	MATH (meprin-associated Traf homology) domain containing  [Source:RefSeq peptide;Acc:NP_494188]	protein_coding	protein_coding
WBGene00020081	R52.10		pseudogene	pseudogene
WBGene00020082	R57.1a	Glutamate carboxypeptidase 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P91406]	protein_coding	protein_coding
WBGene00020082	R57.1b	Glutamate carboxypeptidase 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P91406]	protein_coding	protein_coding
WBGene00020082	R57.1c	Glutamate carboxypeptidase 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P91406]	protein_coding	protein_coding
WBGene00020083	R57.2		protein_coding	protein_coding
WBGene00020084	R105.1		protein_coding	protein_coding
WBGene00020085	R106.1		protein_coding	protein_coding
WBGene00020086	R106.2	NeuroPeptide Receptor family  [Source:RefSeq peptide;Acc:NP_510833]	protein_coding	protein_coding
WBGene00020087	R119.1		pseudogene	pseudogene
WBGene00020088	R119.2		protein_coding	protein_coding
WBGene00020089	R119.3.1		protein_coding	protein_coding
WBGene00020089	R119.3.2		protein_coding	protein_coding
WBGene00020090	R119.5a		protein_coding	protein_coding
WBGene00020090	R119.5b		protein_coding	protein_coding
WBGene00020091	R119.7a	RNP (RRM RNA binding domain) containing  [Source:RefSeq peptide;Acc:NP_001293232]	protein_coding	protein_coding
WBGene00020091	R119.7b	RNP (RRM RNA binding domain) containing  [Source:RefSeq peptide;Acc:NP_001293232]	protein_coding	protein_coding
WBGene00020092	R144.2a	Polyadenylation and cleavage factor homolog 11  [Source:UniProtKB/Swiss-Prot;Acc:Q09345]	protein_coding	protein_coding
WBGene00020092	R144.2b	Polyadenylation and cleavage factor homolog 11  [Source:UniProtKB/Swiss-Prot;Acc:Q09345]	protein_coding	protein_coding
WBGene00020093	R144.3a		protein_coding	protein_coding
WBGene00020093	R144.3b		protein_coding	protein_coding
WBGene00020094	R144.4a	Wiskott-Aldrich syndrome protein (WASP)-Interacting Protein and gene assignment  [Source:RefSeq peptide;Acc:NP_741123]	protein_coding	protein_coding
WBGene00020094	R144.4b	Wiskott-Aldrich syndrome protein (WASP)-Interacting Protein and gene assignment  [Source:RefSeq peptide;Acc:NP_741123]	protein_coding	protein_coding
WBGene00020095	R144.5		protein_coding	protein_coding
WBGene00020096	R144.6	Transmembrane protein 144 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q10000]	protein_coding	protein_coding
WBGene00020097	R144.7a	La-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:D5MCN2]	protein_coding	protein_coding
WBGene00020097	R144.7b	La-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:D5MCN2]	protein_coding	protein_coding
WBGene00020098	R144.10		protein_coding	protein_coding
WBGene00020099	R144.11		protein_coding	protein_coding
WBGene00020100	R148.1a	MecKel-Gruber Syndrome (MKS) homolog  [Source:RefSeq peptide;Acc:NP_001122714]	protein_coding	protein_coding
WBGene00020100	R148.1b	MecKel-Gruber Syndrome (MKS) homolog  [Source:RefSeq peptide;Acc:NP_001122714]	protein_coding	protein_coding
WBGene00020101	R148.2	Late endosomal/lysosomal adaptor, Mapk (MAPK) and mToR (MTOR) activator homolog  [Source:RefSeq peptide;Acc:NP_497668]	protein_coding	protein_coding
WBGene00020102	R148.3a		protein_coding	protein_coding
WBGene00020102	R148.3b		protein_coding	protein_coding
WBGene00020103	R148.4a.1		protein_coding	protein_coding
WBGene00020103	R148.4a.2		protein_coding	protein_coding
